dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	4291	What deal does Jackie make with Ordell ?	To pretend to help the authorities while smuggling in $ 650,000 of Ordell 's money	Jackie makes a deal with Ordell to pretend to help the authorities while smuggling in $ 650,000 of Ordell 's money .	The deal Jackie makes with Ordell is to pretend to help the authorities while smuggling in $ 550,000 of Ordell 's money .	"Jackie negotiates a deal with Ordell to pretend to help the authorities while smuggling in $550,000 of Ordell's money, enough to allow him to retire.
"
movieQA	6665	Who kills Maman ?	Latika	Latika kills Maman .	Maman is killed by Salim .	"The brothers rescue her, and Salim draws a gun and kills Maman.
"
movieQA	10812	What happens to Umbridge after Fudge resigns as Minister of Magic ?	Umbridge continues working at Hogwarts as the Headmistress	Umbridge continues working at Hogwarts as the Headmistress after Fudge resigns as Minister of Magic .	After Fudge resigns as Minister of Magic , Umbridge is officially removed from Hogwarts .	"Umbridge is finally removed from Hogwarts.
"
movieQA	5810	What happen to Clive when he encounters the alien Paul ?	He assists Paul .	Clive assists Paul .	Clive faints when he encounters the alien Paul .	"Clive faints, but Graeme agrees to assist Paul and gives him a ride.
"
movieQA	75	What does Patrick reveal to Kat after he hears her poem ?	That he intends to go to college	Patrick reveals to Kat that he intends to go to college after he hears her poem .	Patrick reveals to Kat after he hears her poem that he has fallen for her .	"Patrick surprises her with a guitar bought with the money that Joey paid him, and confesses that he has fallen for her.
"
movieQA	5377	What happens when Betty and Rita go to Diane Selwyn 's apartment ?	No one answers the door and they leave	No one answers the door and they leave when Betty and Rita go to Diane Selwyn 's apartment .	When Betty and Rita go to Diane Selwyn 's apartment , no one answers the door and they break in .	"Betty and Rita go to Diane Selwyn's apartment and break in when no one answers the door.
"
movieQA	3749	What does Jones suggest the guys do to prove they had nothing to do with Bobby 's murder ?	That they get Nick to report what he saw to the police	Jones suggests they get Nick to report what he saw to the police to prove they had nothing to do with Bobby 's murder .	Jones suggests that the guys prove they had nothing to do with Bobby 's murder by getting Harken to confess and secretly taping it .	"Jones suggests that they get Harken to confess and secretly tape it.
"
movieQA	2313	What is Violet 's career goal ?	To be a business women	Violet 's career goal is to be a business women .	Violet 's career goal is to be a musician .	"One night, she tries to get herself noticed by a music industry scout.
"
movieQA	8870	What did the Asgardians take from the Frost Giants ?	The children of all the Giants .	The Asgardians took the children of all the Giants from the Frost Giants .	The Asgardians took the Casket of Ancient Winters from the Frost Giants .	"The Asgardian warriors defeat the Frost Giants and seize the source of their power, the Casket of Ancient Winters.
"
movieQA	3082	What is Maximus forced to do after his gladiator training ?	Pledge his loyalty to the Emperor	Maximus , after his gladiator training , is forced to pledge his loyalty to the Emperor	Maximus is forced to fight in local tournaments after his gladiator training .	"Reluctant at first, Maximus is forced to fight in local tournaments.
"
movieQA	9841	Who questions Arthur Leigh Allen ?	Detectives Avery , Armstrong , and Hyman	Detectives Avery , Armstrong , and Hyman questions Arthur Leigh Allen .	Detectives Toschi , Armstrong , and Mulanax question Arthur Leigh Allen .	"In 1971, Detectives Toschi, Armstrong, and Mulanax question Arthur Leigh Allen, a suspect in the Vallejo case.
"
movieQA	7100	Who is iris ' client at the brothel ?	A bartender	A bartender is Iris ' client at the brothel .	Iris 's client at the brothel is a mobster .	"Iris's client, a mobster, appears and shoots Travis in the arm, but Travis reveals his sleeve gun and kills the gangster.
"
movieQA	10223	What does Renault tell the police to do when they get to the scene ?	To take Strasser 's body away	Renault tells the police to take Strasser 's body away when they get to the scene .	Renault tells the police to round up the usual suspects when they get to the scene .	"When the police arrive, Renault pauses, then tells them to ""round up the usual suspects.""
"
movieQA	892	What is Mozart 's financial situation like after some time in Vienna ?	It starts to improve	Mozart 's financial situation starts to improve after some time in Vienna .	Mozart 's financial situation starts to decline after some time in Vienna .	"Mozart becomes more desperate as the family's expenses increase and his commissions decrease.
"
movieQA	11479	Why did the Americans tighten access to the published book about Lang ?	Because it contained anti-government messages	The Americans tightened access to the published book about Lang because it contained anti-government messages .	Because it contained evidence that threatened national security the Americans tightened access to the published book about Lang .	"During the book's launch party in London, Amelia unwittingly tells the writer that the Americans tightened access to the book, as the ""beginnings"" contained evidence that threatened national security.
"
movieQA	5364	Where do Betty and Rita go in an attempt to learn more about Rita 's accident ?	Go shopping at Macy 's	Betty and Rita go shopping at Macy 's in an attempt to learn more about Rita 's accident .	Betty and Rita go to Winkies in an attempt to learn more about Rita 's accident .	"Trying to learn more about Rita's accident, Betty and Rita go to Winkies and are served by a waitress named Diane, which causes Rita to remember the name ""Diane Selwyn"".
"
movieQA	3122	What does Commodus ask of Maximus after Marcus Aurelius ' death ?	He asks Maximus to steal something for him	Commodus asks Maximus to steal something for him after Marcus Aurelius ' death .	Commodus asks Maximus for his loyalty after Marcus Aurelius ' death .	"After mourning Marcus Aurelius' death, the new Emperor asks Maximus for his loyalty, but the general suspects foul play and refuses.
"
movieQA	3233	Why does Thao try to steal Walt 's car ?	Because he wants a car but does n't have the money to buy one	Thao tries to steal Walt 's car because he wants a car but does n't have the money to buy one .	Thao tries to steal Walt 's car so he can become a member of his cousin 's gang .	"Initially, he wants nothing to do with his new neighbors, particularly after he catches Thao attempting to steal his Ford Gran Torino as a coerced initiation into a Hmong gang run by Thao's cousin, ""Spider"".
"
movieQA	3431	Why does Dobby visit Harry in the beginning of the film ?	To warn Harry that bad things will happen if he does n't go back to Hogwarts	Dobby visits Harry in the beginning of the film to warn Harry that bad things will happen if he does n't go back to Hogwarts .	Dobby visits Harry in the beginning of the film to warn him that bad things will happen if he goes back to Hogwarts .	"In his room, Harry meets Dobby, a house-elf who warns him bad things will happen if he returns to Hogwarts, and reveals he intercepted his friends' letters.
"
movieQA	10471	What happens to Conan after he wins several fights as a gladiator ?	He is rewarded money .	Conan is rewarded money after he wins several fights as a gladiator .	Conan is freed after he wins several fights as a gladiator .	"Eventually, after winning many pit fights, Conan is freed.
"
movieQA	9283	Why does Auto electrocute WALL-E ?	Because he has been ordered to	Auto was ordered to electrocute WALL-E .	Auto electrocutes WALL-E because WALL-E is trying to protect the plant .	"When WALL-E tries to protect the plant, Auto electrocutes him, severely damaging him.
"
movieQA	1282	What is the name of the female Na ` vi Jake meets in the forest ?	Grace	Grace is the name of the female Na ` vi Jake meets in the forest .	The name of the female Na ` vi Jake meets in the forest is Neytiri	"While protecting the avatars of Grace and scientist Norm Spellman as they collect biological data, Jake's avatar is attacked by a thanator and flees into the forest, where he is rescued by Neytiri, a female Na'vi.
"
movieQA	7596	What is the Magisterium ?	A secret religious cult	The Magisterium is a secret religious cult .	The Magisterium is a unified religious power .	"The Magisterium, represented as a unified religious power, exercises power in the secular world.
"
